platform,content_type,content_topic,creator_category,post_hour,day_of_week,is_weekend,is_peak_time,caption_length,hashtag_count,mention_count,emoji_count,has_call_to_action,uses_trending_audio,carousel_slides,video_duration_sec,media_quality_score,sentiment_score_caption,followers_count,audience_active_percent,avg_past_engagement,posting_frequency_per_week,account_age_days,is_paid_promotion,ad_spend_usd,collaboration_flag,engagement_score
Instagram,Carousel,Lifestyle,Business,2,3,0,0,187,7,5,2,0,0,6,0,6.36,0.796,34867,29.75,714.65,4.2,678,0,0.0,1,976.87
X,Text,Lifestyle,Business,7,4,0,0,187,9,1,5,1,0,1,0,6.75,0.389,126034,61.48,140.29,6.4,578,1,177.73,0,1041.6
X,Text,News,Business,17,2,0,0,251,7,1,1,1,0,1,0,7.55,0.175,2914,41.85,279.99,5.1,567,0,0.0,0,830.39
Facebook,Text,Motivation,Personal Brand,5,3,0,0,119,6,3,1,0,0,1,0,6.93,0.278,95046,32.24,1543.55,9.1,1109,0,0.0,0,933.12
Facebook,Text,Lifestyle,Personal Brand,15,5,1,0,197,4,0,4,0,0,1,0,7.94,-0.051,4134,47.59,586.82,1.2,589,1,537.08,0,789.33
X,Video,News,Educator,5,6,1,0,275,9,1,7,1,0,1,37,7.68,-0.754,23561,57.09,533.99,7.9,1598,1,325.24,0,1054.36
X,Image,Behind-the-scenes,Influencer,10,2,0,0,71,4,2,4,1,0,1,0,9.29,-0.442,94880,45.92,556.37,9.8,1057,1,260.88,0,999.9
Instagram,Image,Lifestyle,Media,5,4,0,0,109,9,0,7,1,0,1,0,5.13,0.289,18578,41.86,1023.7,4.9,1046,0,0.0,0,974.25
LinkedIn,Text,Lifestyle,Business,12,1,0,1,47,3,2,3,0,0,1,0,8.43,-0.256,40724,76.18,746.57,10.1,1110,0,0.0,0,990.17
Facebook,Text,Lifestyle,Business,16,6,1,0,153,9,1,2,0,0,1,0,6.35,0.811,7746,57.44,521.09,2.7,294,1,163.2,0,985.5
Instagram,Video,Product,Influencer,2,0,0,0,20,9,1,4,0,0,1,35,5.72,0.406,1559,48.09,486.07,4.3,699,0,0.0,0,851.92
X,Video,Lifestyle,Influencer,21,3,0,1,190,10,0,1,1,0,1,26,9.29,0.337,5633,58.21,1165.53,5.8,855,1,1135.43,0,1235.57
YouTube Shorts,Video,Education,Influencer,4,2,0,0,110,2,2,1,1,1,1,45,8.52,0.74,11413,39.32,248.23,9.4,627,1,159.16,0,903.03
Instagram,Reel,Behind-the-scenes,Personal Brand,14,5,1,0,72,8,1,2,0,0,1,30,7.16,-0.021,57105,14.21,1521.73,5.3,541,0,0.0,0,947.34
X,Image,Motivation,Educator,14,5,1,0,167,7,1,6,1,0,1,0,8.58,0.041,59266,41.16,784.01,3.8,275,0,0.0,0,1064.48
YouTube Shorts,Reel,Behind-the-scenes,Educator,10,5,1,0,90,12,3,6,1,1,1,66,6.67,-0.378,67920,70.58,952.89,6.5,236,0,0.0,0,1150.41
Facebook,Text,News,Educator,0,6,1,0,160,7,4,0,1,0,1,0,6.08,-0.639,40070,47.85,79.62,5.7,651,1,105.66,0,899.16
Instagram,Video,Product,Influencer,18,6,1,1,144,7,2,6,1,0,1,69,10.0,-0.419,18453,42.04,765.99,7.2,1078,0,0.0,0,944.84
YouTube Shorts,Reel,Product,Influencer,0,4,0,0,150,1,2,3,1,1,1,15,6.66,0.508,79107,76.72,1809.68,6.4,574,0,0.0,1,1381.93
Facebook,Video,Education,Media,21,0,0,1,174,10,1,2,1,0,1,30,6.66,0.95,12150,65.21,706.17,4.4,1520,0,0.0,0,1054.97
X,Text,Motivation,Educator,9,0,0,0,244,8,3,1,1,0,1,0,5.71,0.007,12117,61.27,631.07,5.5,1374,0,0.0,0,973.17
Instagram,Video,News,Influencer,19,3,0,1,77,7,2,2,1,1,1,55,7.27,0.752,21048,34.81,865.12,7.0,592,0,0.0,1,981.49
YouTube Shorts,Video,Motivation,Educator,20,6,1,1,101,6,0,1,1,0,1,30,7.99,0.617,10583,58.31,1301.29,8.4,1093,0,0.0,0,1108.8
YouTube Shorts,Reel,Behind-the-scenes,Influencer,14,0,0,0,280,4,1,1,1,1,1,44,8.58,0.245,40544,48.0,820.66,5.8,905,0,0.0,0,1200.79
Facebook,Video,Product,Media,17,2,0,0,215,9,1,3,0,0,1,41,6.42,0.152,35035,38.39,1007.54,1.0,1394,0,0.0,0,926.38
LinkedIn,Image,Education,Educator,13,0,0,1,91,7,2,0,0,0,1,0,9.24,0.367,13202,68.95,696.58,4.6,470,1,203.08,1,1096.17
Instagram,Carousel,Behind-the-scenes,Educator,16,1,0,0,20,10,1,7,0,0,8,0,5.11,-0.249,11492,40.77,862.63,4.3,613,0,0.0,0,898.25
Instagram,Image,Product,Educator,23,6,1,0,156,4,0,1,1,0,1,0,8.45,-0.033,92587,79.12,2002.16,4.6,1278,0,0.0,0,1160.16
LinkedIn,Video,Entertainment,Personal Brand,20,5,1,1,298,8,2,2,0,0,1,42,5.94,-0.193,6319,45.48,30.0,5.7,613,0,0.0,0,907.5
Instagram,Image,Entertainment,Educator,0,1,0,0,97,9,0,2,1,0,1,0,7.74,0.183,5094,46.4,1070.45,6.7,388,1,110.16,1,964.06
X,Video,Education,Educator,23,2,0,0,176,6,2,6,0,0,1,32,5.47,-0.581,36276,35.08,936.49,7.4,683,0,0.0,0,1003.66
Facebook,Image,Motivation,Media,3,4,0,0,92,7,0,4,0,0,1,0,7.03,-0.287,6431,44.51,677.04,8.0,1193,0,0.0,0,828.62
Facebook,Video,Entertainment,Educator,2,4,0,0,125,12,3,1,1,0,1,26,6.85,-0.28,73252,46.78,1518.98,6.3,797,1,68.21,0,1179.47
Instagram,Reel,Entertainment,Personal Brand,6,0,0,0,138,4,1,1,0,0,1,56,5.63,0.001,3568,30.97,1259.82,3.6,797,1,283.23,0,801.33
Instagram,Carousel,Product,Educator,16,0,0,0,71,8,0,3,1,0,5,0,5.29,0.391,6967,61.51,747.34,7.6,1376,0,0.0,0,1016.53
YouTube Shorts,Reel,News,Educator,7,4,0,0,228,11,2,2,0,0,1,29,7.27,-0.259,28821,59.54,1720.9,4.1,1199,0,0.0,0,1056.1
YouTube Shorts,Video,Lifestyle,Personal Brand,14,6,1,0,254,6,2,2,0,0,1,55,6.73,-0.294,23474,56.14,234.14,4.3,117,0,0.0,0,925.1
X,Text,News,Personal Brand,6,5,1,0,169,7,0,4,0,0,1,0,9.09,0.149,7755,21.22,2153.53,6.9,518,0,0.0,0,1055.28
Instagram,Reel,Behind-the-scenes,Educator,18,5,1,1,191,8,3,6,1,1,1,18,8.33,0.345,5377,43.11,1514.66,6.3,474,0,0.0,1,1172.62
X,Text,Entertainment,Personal Brand,4,2,0,0,117,4,1,3,1,0,1,0,8.09,0.139,19932,45.43,400.93,3.9,658,1,389.48,0,944.7
LinkedIn,Carousel,Product,Personal Brand,23,3,0,0,42,8,1,4,1,0,8,0,7.35,-0.076,36927,60.39,1097.71,4.1,563,0,0.0,0,1005.35
LinkedIn,Text,News,Business,15,5,1,0,56,14,1,3,1,0,1,0,8.26,0.186,96088,38.67,762.6,4.9,1173,0,0.0,0,812.3
Instagram,Carousel,Product,Personal Brand,8,3,0,0,174,7,0,3,0,0,3,0,6.1,0.499,51709,52.28,829.7,3.9,1727,0,0.0,0,1130.56
X,Text,Lifestyle,Business,11,1,0,1,128,3,0,4,1,0,1,0,9.33,0.622,14470,49.62,355.36,6.9,359,0,0.0,0,923.08
X,Text,Lifestyle,Media,10,4,0,0,137,10,4,2,0,0,1,0,6.1,-0.183,27815,75.69,561.88,3.2,580,0,0.0,0,945.37
LinkedIn,Carousel,Behind-the-scenes,Business,17,4,0,0,202,7,0,4,0,0,9,0,8.87,0.465,26783,51.21,1777.04,2.9,216,0,0.0,0,1077.84
LinkedIn,Text,Entertainment,Personal Brand,11,0,0,1,113,7,1,4,1,0,1,0,8.33,-0.752,36614,45.72,2378.9,1.0,1738,0,0.0,0,1033.65
Instagram,Carousel,Education,Educator,20,5,1,1,65,9,2,3,0,0,9,0,4.72,-0.775,14955,38.88,141.0,2.5,1117,0,0.0,0,924.35
Facebook,Image,Lifestyle,Personal Brand,16,1,0,0,137,7,1,5,0,0,1,0,4.37,0.081,39522,42.73,1310.06,2.4,532,0,0.0,0,1005.69
Facebook,Image,Motivation,Educator,20,0,0,1,154,8,0,1,0,0,1,0,5.45,-0.231,45576,39.46,724.66,4.1,704,0,0.0,0,855.89
Instagram,Video,Education,Media,1,0,0,0,67,19,0,1,1,0,1,16,6.63,-0.238,6455,44.27,1128.9,4.5,1393,0,0.0,0,790.82
Instagram,Image,Behind-the-scenes,Personal Brand,19,1,0,1,175,8,1,3,0,0,1,0,9.7,0.26,35152,33.96,797.61,6.9,634,0,0.0,0,1001.36
YouTube Shorts,Reel,Behind-the-scenes,Media,4,3,0,0,52,6,3,6,1,1,1,63,10.0,0.323,99425,28.81,1129.64,6.9,803,0,0.0,0,1057.51
Instagram,Reel,Lifestyle,Educator,17,1,0,0,126,10,2,4,0,0,1,58,5.03,0.029,228725,25.32,929.54,1.4,650,0,0.0,0,912.68
Instagram,Carousel,Motivation,Personal Brand,8,4,0,0,192,6,0,2,1,0,8,0,8.23,-0.399,23376,64.25,30.0,4.7,274,0,0.0,0,987.67
Instagram,Reel,Education,Personal Brand,12,1,0,1,228,6,2,2,1,0,1,47,7.74,0.343,36289,54.33,244.44,5.3,800,0,0.0,0,1075.09
X,Text,Lifestyle,Business,14,5,1,0,72,3,0,2,0,0,1,0,9.4,-0.169,10613,45.36,2208.74,3.2,98,0,0.0,0,1054.91
YouTube Shorts,Video,Education,Educator,0,2,0,0,94,7,0,3,0,1,1,45,6.6,-0.893,39052,48.53,1179.24,4.8,166,0,0.0,0,1021.1
LinkedIn,Video,Behind-the-scenes,Personal Brand,8,6,1,0,227,6,0,3,1,0,1,34,5.06,0.85,10155,28.85,424.84,1.9,1150,0,0.0,0,771.54
Instagram,Video,Motivation,Business,11,1,0,1,75,10,1,3,0,0,1,63,6.11,0.225,26000,45.96,1415.71,1.2,132,0,0.0,0,991.67
Instagram,Carousel,Product,Influencer,1,1,0,0,167,3,1,2,1,0,9,0,7.33,0.419,18918,39.9,1679.51,1.1,569,1,55.5,0,998.24
X,Video,Entertainment,Media,0,2,0,0,27,9,0,2,0,1,1,80,7.62,0.714,30821,46.73,749.99,3.1,1146,0,0.0,0,958.1
Instagram,Image,News,Personal Brand,8,5,1,0,160,5,1,2,1,0,1,0,7.41,0.927,33467,17.72,898.45,6.5,1194,0,0.0,0,872.03
LinkedIn,Text,Lifestyle,Personal Brand,15,1,0,0,110,8,2,6,0,0,1,0,6.25,0.319,22386,50.44,579.98,5.1,438,1,158.77,0,1046.95
YouTube Shorts,Video,Product,Personal Brand,0,3,0,0,189,7,1,3,1,1,1,48,7.37,0.381,25624,61.47,1076.35,4.7,1111,1,44.33,1,1107.6
YouTube Shorts,Video,News,Personal Brand,20,5,1,1,137,6,1,2,0,1,1,33,5.69,0.205,41491,63.23,986.31,4.5,1242,1,737.98,0,1140.83
X,Text,Education,Influencer,17,1,0,0,113,4,2,6,1,0,1,0,5.21,0.893,11197,68.21,851.34,5.5,571,0,0.0,0,996.06
LinkedIn,Video,Education,Influencer,7,1,0,0,196,6,2,1,0,0,1,52,7.02,-0.154,49908,59.35,997.89,3.8,841,0,0.0,0,1154.01
Instagram,Image,Behind-the-scenes,Personal Brand,4,4,0,0,300,4,0,4,0,0,1,0,9.74,-0.462,36407,55.07,132.08,7.1,787,0,0.0,0,975.34
Instagram,Reel,Motivation,Personal Brand,16,3,0,0,177,7,0,2,1,0,1,37,5.93,0.04,7892,54.94,872.09,1.8,624,1,109.46,0,955.63
X,Text,Motivation,Media,13,0,0,1,122,9,2,6,0,0,1,0,7.73,-0.021,84937,45.22,174.38,4.7,1490,0,0.0,0,917.07
X,Text,Education,Influencer,23,6,1,0,180,6,2,3,0,0,1,0,8.05,-0.27,3227,57.76,822.5,2.9,1116,0,0.0,0,798.07
Instagram,Reel,Lifestyle,Educator,3,1,0,0,171,7,0,5,0,1,1,67,8.27,0.034,24572,32.18,380.68,1.0,915,0,0.0,0,901.73
X,Text,News,Influencer,5,0,0,0,188,6,0,4,1,0,1,0,4.92,-0.187,52686,48.58,1060.7,6.0,277,1,1750.26,0,1069.6
YouTube Shorts,Video,News,Educator,21,1,0,1,109,8,0,6,0,1,1,20,7.99,0.692,31542,67.56,871.67,5.3,738,0,0.0,0,1075.75
Instagram,Carousel,Lifestyle,Personal Brand,6,6,1,0,78,15,1,4,0,0,4,0,9.58,-0.756,17952,58.41,647.69,8.2,789,0,0.0,1,916.37
X,Image,Lifestyle,Educator,5,2,0,0,134,11,2,5,0,0,1,0,8.55,0.569,40786,66.77,874.53,5.6,1650,0,0.0,0,1036.52
Facebook,Image,Entertainment,Business,20,2,0,1,179,7,1,1,0,0,1,0,6.58,-0.055,63285,40.86,1003.68,4.8,483,0,0.0,0,1105.06
Instagram,Image,Motivation,Educator,9,4,0,0,27,10,2,2,0,0,1,0,6.17,-0.779,6125,48.27,30.0,6.4,930,1,87.67,0,845.59
LinkedIn,Carousel,Lifestyle,Personal Brand,12,3,0,1,166,7,2,1,0,0,5,0,7.19,0.711,80507,27.94,1320.46,3.8,1039,0,0.0,0,1118.15
Instagram,Reel,Entertainment,Educator,6,1,0,0,178,9,1,2,0,0,1,14,9.53,-0.124,15123,65.5,30.0,3.2,570,1,187.21,0,998.21
Facebook,Image,Lifestyle,Personal Brand,13,1,0,1,32,8,2,5,1,0,1,0,8.9,0.491,8120,52.87,1210.62,3.4,1140,0,0.0,0,952.46
Instagram,Carousel,Entertainment,Business,11,1,0,1,208,7,3,0,0,0,5,0,7.08,0.507,57006,45.21,255.62,6.6,778,0,0.0,0,958.01
Instagram,Reel,Entertainment,Business,21,1,0,1,218,7,1,4,1,0,1,44,9.98,-0.26,120554,44.79,359.53,5.2,966,0,0.0,0,1048.03
X,Text,Education,Business,19,6,1,1,97,8,4,3,0,0,1,0,7.12,0.545,55804,48.85,481.87,7.1,652,0,0.0,0,1027.44
Instagram,Reel,Product,Media,23,3,0,0,333,7,0,4,0,0,1,25,5.4,-0.121,169662,42.54,1023.11,9.2,718,0,0.0,0,874.48
Instagram,Reel,Behind-the-scenes,Media,3,6,1,0,245,6,2,7,1,0,1,26,8.05,0.111,25679,49.37,1109.32,2.7,1029,0,0.0,0,1149.78
LinkedIn,Image,Lifestyle,Business,3,4,0,0,137,3,0,2,1,0,1,0,6.91,0.108,21578,38.53,770.09,5.4,1476,0,0.0,0,917.69
LinkedIn,Image,Entertainment,Personal Brand,22,5,1,1,158,5,0,3,0,0,1,0,8.66,0.242,25678,56.54,870.72,8.5,1317,1,320.01,1,1110.59
Facebook,Text,Education,Business,21,0,0,1,113,6,1,3,1,0,1,0,9.63,0.257,25085,58.36,988.84,7.6,724,0,0.0,1,1048.33
YouTube Shorts,Video,Product,Influencer,23,6,1,0,82,8,1,0,0,0,1,31,6.61,0.546,1681,56.19,723.92,6.0,942,0,0.0,1,964.41
YouTube Shorts,Video,Education,Personal Brand,19,0,0,1,110,8,1,2,1,0,1,33,6.65,0.641,22721,73.24,1315.46,4.7,578,1,202.79,0,1381.27
X,Image,Behind-the-scenes,Personal Brand,4,0,0,0,32,6,0,3,0,0,1,0,4.51,-0.186,50282,53.16,30.0,5.2,824,1,803.56,1,896.61
Instagram,Video,Product,Personal Brand,14,2,0,0,195,4,1,2,1,0,1,31,2.78,0.689,10276,46.44,722.91,2.7,352,0,0.0,0,963.66
Instagram,Reel,News,Influencer,11,5,1,1,20,8,0,2,0,0,1,34,7.48,0.204,20328,40.27,422.17,5.1,577,0,0.0,0,969.01
YouTube Shorts,Video,News,Educator,7,4,0,0,33,6,1,2,1,1,1,24,5.08,0.502,49404,27.48,1160.7,5.4,165,0,0.0,1,969.7
LinkedIn,Text,Motivation,Influencer,10,0,0,0,250,12,0,3,1,0,1,0,9.11,-0.571,53484,43.25,795.41,2.9,594,1,162.45,0,957.48
Instagram,Video,Entertainment,Media,19,3,0,1,146,8,4,3,1,0,1,24,6.85,0.478,31188,50.94,765.01,3.0,934,0,0.0,0,1053.34
Facebook,Text,Entertainment,Educator,8,6,1,0,152,8,2,4,0,0,1,0,6.94,0.667,22393,32.24,534.06,2.2,457,0,0.0,1,948.16
LinkedIn,Text,Product,Influencer,8,5,1,0,100,7,0,3,1,0,1,0,8.45,0.441,91141,46.15,1255.9,2.6,648,0,0.0,0,1004.54
Instagram,Reel,Product,Educator,18,0,0,1,92,7,0,4,1,1,1,38,7.26,0.56,20383,24.6,1978.02,5.2,693,1,108.42,0,1118.27
Instagram,Video,Lifestyle,Business,18,2,0,1,227,7,0,2,0,0,1,18,8.77,0.021,32241,49.17,1185.82,4.3,927,1,198.72,0,1147.52
Instagram,Reel,Lifestyle,Business,17,1,0,0,31,1,2,7,1,0,1,22,4.96,0.772,45297,44.34,30.0,7.1,577,1,309.59,0,873.57
LinkedIn,Text,Motivation,Influencer,6,6,1,0,121,6,3,1,0,0,1,0,8.93,0.312,53020,36.24,830.6,6.5,958,0,0.0,0,946.91
X,Image,Lifestyle,Educator,22,4,0,1,160,7,1,1,0,0,1,0,6.9,-0.472,11377,65.42,30.0,3.1,1590,0,0.0,1,1049.33
Instagram,Video,Behind-the-scenes,Educator,17,6,1,0,118,4,0,3,0,1,1,40,9.68,-0.518,48052,64.24,645.0,4.3,1085,0,0.0,1,1117.34
Facebook,Video,Entertainment,Personal Brand,11,4,0,1,129,6,2,2,1,0,1,52,8.51,-0.085,9238,69.97,1440.04,2.3,1554,1,122.19,0,1149.69
YouTube Shorts,Video,Entertainment,Business,13,2,0,1,20,9,2,3,1,1,1,15,7.04,0.765,9706,45.24,1136.77,5.4,666,1,862.86,0,1010.24
Instagram,Reel,Product,Influencer,16,2,0,0,37,10,3,4,1,1,1,46,7.18,0.176,8992,66.73,499.03,5.8,1391,0,0.0,0,1162.09
YouTube Shorts,Reel,Entertainment,Business,6,1,0,0,73,7,1,0,0,0,1,49,5.97,-0.339,8635,73.77,219.91,3.3,141,0,0.0,1,1005.49
Instagram,Carousel,Education,Media,10,1,0,0,219,3,2,2,1,0,5,0,5.87,1.0,12535,81.64,1266.19,5.2,908,1,650.7,0,1206.6
YouTube Shorts,Reel,Entertainment,Educator,12,5,1,1,138,3,3,5,0,1,1,70,7.4,-0.025,9908,40.46,560.75,8.5,839,1,385.65,1,1032.34
YouTube Shorts,Video,Lifestyle,Business,19,6,1,1,261,5,1,4,0,1,1,27,7.66,0.255,6778,44.49,831.47,5.1,560,0,0.0,0,962.91
YouTube Shorts,Reel,Behind-the-scenes,Influencer,17,0,0,0,195,5,2,3,1,1,1,31,6.06,-0.171,8488,36.4,732.22,2.8,1857,0,0.0,0,1102.06
Instagram,Video,Education,Personal Brand,7,6,1,0,20,7,1,2,0,1,1,29,7.75,-0.259,25148,40.16,1746.24,1.0,776,1,725.46,0,983.6
Instagram,Carousel,Lifestyle,Personal Brand,13,3,0,1,23,6,1,5,0,0,5,0,6.87,0.237,19562,23.09,983.65,5.9,1333,0,0.0,0,860.79
Instagram,Reel,Product,Business,1,2,0,0,130,3,1,3,0,1,1,5,7.85,0.352,11984,66.03,1804.82,6.8,1398,0,0.0,0,1306.86
Instagram,Reel,Education,Business,17,2,0,0,163,3,2,1,1,0,1,22,8.61,0.006,84822,36.43,912.91,5.6,758,0,0.0,0,1008.49
YouTube Shorts,Reel,Motivation,Business,20,1,0,1,144,4,1,3,1,1,1,51,3.83,-0.375,43810,33.26,1143.78,8.3,71,1,730.83,0,988.08
X,Text,News,Media,6,6,1,0,229,7,1,3,0,0,1,0,7.59,0.584,38178,28.46,1843.87,1.0,352,0,0.0,0,868.13
Instagram,Reel,Behind-the-scenes,Influencer,2,4,0,0,76,7,0,5,0,0,1,30,6.11,0.224,43647,50.22,1280.93,3.8,632,0,0.0,0,1173.92
Facebook,Image,News,Business,1,2,0,0,96,8,2,3,0,0,1,0,7.24,0.299,25915,51.8,103.0,5.4,871,0,0.0,0,899.82
Instagram,Reel,Lifestyle,Influencer,7,5,1,0,144,7,0,3,1,0,1,17,6.98,0.106,4421,39.41,825.73,2.2,1465,0,0.0,0,895.67
YouTube Shorts,Reel,Entertainment,Personal Brand,5,5,1,0,92,5,1,6,1,1,1,35,5.06,0.626,7672,60.47,663.81,2.6,533,0,0.0,1,1089.0
X,Text,News,Media,1,4,0,0,192,10,0,1,0,0,1,0,8.18,-0.066,31050,51.32,218.93,4.4,1850,1,236.65,0,978.21
Instagram,Image,Product,Personal Brand,23,4,0,0,168,8,1,2,0,0,1,0,5.08,0.726,15854,51.61,1176.33,3.3,774,1,321.93,1,1066.83
YouTube Shorts,Video,Product,Personal Brand,0,6,1,0,109,4,3,2,1,1,1,23,6.06,0.473,74419,56.74,1288.57,5.3,66,0,0.0,0,1145.41
Instagram,Carousel,Behind-the-scenes,Media,16,6,1,0,88,8,1,1,0,0,9,0,6.89,0.468,25485,54.99,1921.74,5.1,457,0,0.0,0,1007.89
LinkedIn,Video,Behind-the-scenes,Influencer,16,6,1,0,214,8,1,5,1,0,1,10,7.65,0.178,9498,37.44,456.89,2.5,1450,0,0.0,0,987.3
Facebook,Video,News,Influencer,15,3,0,0,181,4,1,2,1,1,1,22,8.49,-0.198,8450,25.5,1172.08,7.2,925,1,389.64,0,1006.38
X,Text,Behind-the-scenes,Personal Brand,18,2,0,1,172,5,0,3,0,0,1,0,6.29,0.661,18187,57.87,1448.28,5.0,648,1,118.68,1,1125.76
YouTube Shorts,Video,News,Media,5,3,0,0,236,7,1,9,1,0,1,50,7.91,-0.216,4289,50.95,515.05,3.9,148,1,244.76,0,868.78
Instagram,Image,Behind-the-scenes,Influencer,10,0,0,0,186,4,0,7,0,0,1,0,9.34,0.458,49789,44.64,1033.92,3.6,326,0,0.0,1,905.04
Facebook,Video,Motivation,Business,23,6,1,0,176,5,5,5,0,0,1,32,8.37,-0.274,53734,42.28,1491.64,2.8,996,0,0.0,0,1103.91
LinkedIn,Text,Education,Personal Brand,15,5,1,0,262,9,2,5,1,0,1,0,7.09,0.139,5769,46.01,1285.99,7.1,512,1,72.01,0,959.9
Facebook,Video,Behind-the-scenes,Personal Brand,21,0,0,1,204,8,0,5,0,1,1,52,7.55,-0.027,37761,50.14,651.04,2.7,833,0,0.0,0,1042.86
Instagram,Image,Lifestyle,Educator,0,3,0,0,145,8,0,4,0,0,1,0,6.98,0.207,9801,61.22,1023.9,4.6,824,1,111.81,1,969.57
LinkedIn,Text,Motivation,Business,21,0,0,1,215,1,1,4,0,0,1,0,9.02,-0.073,13820,32.09,735.23,5.0,30,0,0.0,0,878.35
Instagram,Reel,Entertainment,Influencer,19,6,1,1,200,14,1,2,1,1,1,41,6.39,-0.327,6774,63.07,1816.02,5.0,1036,0,0.0,0,1200.07
Facebook,Video,Education,Media,19,3,0,1,134,4,1,3,0,1,1,34,6.93,0.008,16008,52.64,656.62,3.8,1359,0,0.0,1,977.17
Instagram,Video,Entertainment,Personal Brand,16,4,0,0,20,6,2,4,1,0,1,17,7.66,0.056,47161,49.95,1087.86,5.4,733,1,180.01,1,1100.98
Instagram,Carousel,Education,Personal Brand,11,3,0,1,125,14,0,5,0,0,6,0,5.13,-0.104,54164,39.65,825.36,5.7,1126,1,184.46,0,863.99
Facebook,Text,Entertainment,Media,6,6,1,0,83,5,1,0,1,0,1,0,7.19,0.243,10321,39.16,1459.28,4.1,1718,1,23.9,0,932.04
X,Text,Lifestyle,Business,18,0,0,1,181,9,2,1,1,0,1,0,8.94,-0.215,61640,35.04,1272.0,4.6,860,0,0.0,0,1104.44
Instagram,Reel,Motivation,Business,15,4,0,0,223,0,2,1,1,0,1,63,8.29,-0.006,14614,28.31,942.86,5.2,874,0,0.0,0,865.8
Instagram,Reel,Product,Media,1,2,0,0,140,4,1,2,0,1,1,19,7.44,-0.856,7708,45.39,155.66,6.1,30,0,0.0,0,979.83
YouTube Shorts,Reel,Motivation,Personal Brand,13,3,0,1,136,9,2,2,1,1,1,42,8.02,-0.792,50990,37.35,1061.89,8.8,1065,0,0.0,0,1122.81
Instagram,Image,Product,Influencer,22,0,0,1,163,7,0,8,0,0,1,0,5.99,-0.789,8981,48.43,923.76,4.2,1125,0,0.0,0,857.27
LinkedIn,Text,Lifestyle,Business,21,4,0,1,164,5,0,6,0,0,1,0,6.85,-0.221,47084,35.33,482.42,2.3,767,0,0.0,0,804.27
LinkedIn,Image,Education,Educator,10,1,0,0,177,8,3,4,0,0,1,0,9.13,0.415,43799,33.59,1001.38,4.1,762,0,0.0,0,1046.27
YouTube Shorts,Video,Lifestyle,Business,3,6,1,0,220,11,3,1,0,1,1,5,6.78,-0.342,1254,44.17,865.6,2.4,1055,0,0.0,0,865.42
YouTube Shorts,Reel,Product,Educator,6,2,0,0,263,8,1,2,0,1,1,42,8.94,-0.023,2486,45.41,82.23,4.6,1069,0,0.0,0,982.41
X,Text,Entertainment,Business,1,0,0,0,111,3,0,2,0,0,1,0,7.82,0.085,54073,29.87,1300.83,5.0,553,0,0.0,0,891.19
Instagram,Image,News,Business,13,3,0,1,53,6,1,6,0,0,1,0,8.39,0.71,92577,37.18,196.79,2.9,916,0,0.0,0,892.44
LinkedIn,Carousel,Education,Media,23,4,0,0,87,2,3,5,0,0,3,0,6.88,0.421,21969,30.56,1255.18,5.6,400,0,0.0,1,1004.15
YouTube Shorts,Video,Entertainment,Personal Brand,8,2,0,0,146,5,0,1,0,0,1,63,6.94,-0.131,11407,34.95,486.55,5.2,348,0,0.0,0,830.58
Instagram,Carousel,News,Educator,23,2,0,0,175,6,1,5,1,0,4,0,7.99,0.649,8738,39.04,1015.68,2.2,451,0,0.0,0,938.46
X,Text,Entertainment,Influencer,3,2,0,0,165,6,1,3,1,0,1,0,7.15,0.217,4820,69.49,548.65,4.6,559,0,0.0,1,1026.14
Instagram,Image,Behind-the-scenes,Media,9,3,0,0,29,5,0,5,1,0,1,0,10.0,0.072,24969,65.07,720.17,2.3,958,1,81.7,0,924.91
Instagram,Carousel,Entertainment,Personal Brand,9,6,1,0,142,7,2,4,0,0,8,0,5.16,-0.218,35829,62.27,1368.26,7.2,1113,1,585.5,0,1092.48
X,Text,Product,Business,0,4,0,0,156,9,1,6,0,0,1,0,9.86,0.048,3132,49.12,717.54,2.5,1123,0,0.0,0,831.18
Instagram,Carousel,Product,Media,14,5,1,0,170,9,2,2,0,0,9,0,9.7,-0.644,2579,45.17,30.0,4.2,754,1,115.89,1,889.87
LinkedIn,Text,Motivation,Media,5,1,0,0,38,9,1,3,1,0,1,0,6.03,0.408,4028,36.06,347.1,5.6,962,1,625.29,0,772.22
Facebook,Video,Education,Personal Brand,17,5,1,0,107,6,0,0,0,1,1,50,5.76,-0.332,56591,53.91,123.17,9.4,558,0,0.0,0,918.42
X,Text,Behind-the-scenes,Business,21,5,1,1,183,8,0,2,0,0,1,0,4.18,-0.028,9202,39.66,1361.32,6.6,688,0,0.0,0,899.09
LinkedIn,Image,Entertainment,Business,8,0,0,0,146,13,1,0,1,0,1,0,9.61,-0.646,9729,72.75,495.17,2.6,1427,0,0.0,0,1015.01
Instagram,Image,Product,Business,10,1,0,0,182,8,3,3,0,0,1,0,6.87,0.79,4430,64.53,536.2,6.3,1231,1,415.07,0,1007.83
X,Video,Entertainment,Personal Brand,10,0,0,0,72,7,1,1,0,0,1,31,8.11,-0.113,4716,44.25,1047.97,3.1,753,0,0.0,0,899.52
Instagram,Image,Product,Educator,9,4,0,0,101,8,3,2,0,0,1,0,8.26,0.023,91665,40.28,638.96,2.6,437,0,0.0,0,931.93
X,Text,Education,Influencer,21,5,1,1,86,3,2,2,0,0,1,0,7.69,0.299,193031,45.91,410.4,6.1,1587,1,260.45,0,1027.66
